ikj,1024,6,dynamic,64,0,0.046832,0.218750,45855.44,0.7785
ikj,1024,6,dynamic,64,1,0.034959,0.156250,61428.28,0.7449
ikj,1024,6,dynamic,64,2,0.035313,0.187500,60813.70,0.8850
ikj,1024,6,dynamic,64,3,0.039739,0.250000,54039.97,1.0485
ikj,1024,6,dynamic,64,4,0.044923,0.218750,47803.76,0.8116
ijk,1024,12,dynamic,16,0,0.456551,4.453125,4703.71,0.8128
ijk,1024,12,dynamic,16,1,0.440202,4.453125,4878.41,0.8430
ijk,1024,12,dynamic,16,2,0.439554,4.453125,4885.60,0.8443
ijk,1024,12,dynamic,16,3,0.450026,4.609375,4771.91,0.8535
ijk,1024,12,dynamic,16,4,0.476596,4.437500,4505.88,0.7759
ikj,1024,12,dynamic,16,0,0.041250,0.375000,52060.71,0.7576
ikj,1024,12,dynamic,16,1,0.042724,0.421875,50263.64,0.8229
ikj,1024,12,dynamic,16,2,0.040885,0.281250,52525.36,0.5733
ikj,1024,12,dynamic,16,3,0.040435,0.468750,53109.39,0.9661
ikj,1024,12,dynamic,16,4,0.040899,0.328125,52507.00,0.6686
ijk,1024,6,dynamic,1,0,0.765981,4.546875,2803.57,0.9893
ijk,1024,6,dynamic,1,1,0.775704,4.578125,2768.43,0.9836
ijk,1024,6,dynamic,1,2,0.804804,4.703125,2668.33,0.9740
ijk,1024,6,dynamic,1,3,0.802722,4.750000,2675.25,0.9862
ijk,1024,6,dynamic,1,4,0.803475,4.687500,2672.74,0.9723
ikj,1024,6,dynamic,1,0,0.058309,0.375000,36829.43,1.0719
ikj,1024,6,dynamic,1,1,0.057769,0.281250,37173.89,0.8114
ikj,1024,6,dynamic,1,2,0.056344,0.375000,38113.52,1.1092
ikj,1024,6,dynamic,1,3,0.057297,0.375000,37479.73,1.0908
ikj,1024,6,dynamic,1,4,0.061152,0.281250,35117.32,0.7665
ijk,1024,6,dynamic,16,0,0.886160,4.937500,2423.36,0.9286
ijk,1024,6,dynamic,16,1,0.867170,4.843750,2476.43,0.9309
ijk,1024,6,dynamic,16,2,0.872180,4.765625,2462.20,0.9107
ijk,1024,6,dynamic,16,3,0.862037,4.781250,2491.17,0.9244
ijk,1024,6,dynamic,16,4,0.850890,4.812500,2523.81,0.9426
ikj,1024,6,dynamic,16,0,0.035708,0.187500,60140.97,0.8752
ikj,1024,6,dynamic,16,1,0.044330,0.281250,48442.58,1.0574
ikj,1024,6,dynamic,16,2,0.050221,0.296875,42760.42,0.9852
ikj,1024,6,dynamic,16,3,0.051285,0.281250,41873.77,0.9140
ikj,1024,6,dynamic,16,4,0.038746,0.187500,55424.37,0.8065
