versao,tempo_med,tempo_mediana,tempo_dp,tempo_min,cpu_med,mflops,util,amostras,cv_pct
ijk,5.5851337,5.5658069999999995,0.08261293291952873,5.476118,5.571875,385.84000000000003,0.9979,10,1.4791576595476796
ikj,0.20122559999999998,0.2035135,0.010158770728346582,0.186543,0.2015625,10552.305,0.9979499999999999,10,5.04844847193726
